Job Title,Role,Level,Years of Experience,Company,Location,Salary Range,Required Skills,Job URL,Source Platform
Junior Backend Developer Node.Js,,Nhân viên,1 năm,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ SMIT,Hà Nội,Thoả thuận,"Javascript, Node.js, RESTful APIs, Sql Hoặc Nosql Databases (mongodb, Postgresql, Mysql), Express.js Hoặc Các Framework Tương Tự (nestjs, Fastify)",https://www.topcv.vn/viec-lam/junior-backend-developer-node-js/1534168.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Lập Trình Viên Frontend Angular,,Nhân viên,2 năm,CÔNG TY CỔ PHẦN DỊCH VỤ DI ĐỘNG THỂ HỆ MỚI (NMS),Hà Nội,Tới 27 triệu,"TypeScript, Angular, CI/CD, unit test",https://www.topcv.vn/viec-lam/lap-trinh-vien-frontend-angular/589745.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Software Tester,,Nhân viên,Không yêu cầu kinh nghiệm,Công ty TNHH Synergix Technologies Việt nam,Hà Nội,9 - 12 triệu,"SQL, test cases, Tiếng Anh giao tiếp",https://www.topcv.vn/viec-lam/software-tester/774043.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Middle Business Analyst - Không Thử Việc,,Nhân viên,3 năm,CÔNG TY CỔ PHẦN DỊCH VỤ DI ĐỘNG THỂ HỆ MỚI (NMS),Hà Nội,Tới 27 triệu,Agile,https://www.topcv.vn/viec-lam/middle-business-analyst-khong-thu-viec/1307438.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Business Development Intern,,Thực tập sinh,Không yêu cầu kinh nghiệm,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,Miền Bắc,3 - 5 triệu,"Sales, Business Development",https://www.topcv.vn/viec-lam/business-development-intern/1447204.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
IT Project Manager,,Trưởng/Phó phòng,3 năm,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,Miền Bắc,50 - 70 triệu,"Agile, SCRUM, Quản Lý, Lập Trình, Quản Lý Dự Án",https://www.topcv.vn/viec-lam/it-project-manager/1521664.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Middle Backend Developer,,Nhân viên,3 năm,Apero Technologies Group,Hà Nội,18 - 40 triệu,"API RESTful, Kiểm Thử Phần Mềm (unit Testing, Integration Testing), Kiến Trúc Hệ Thống Phân Tán, Cơ Sở Dữ Liệu Quan Hệ (sql) Và Nosql, Ngôn Ngữ Lập Trình Backend (java, Python, Node.js, Go, Php, Ruby, V.v.)",https://www.topcv.vn/viec-lam/middle-backend-developer/1566234.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
IT Helpdesk,,Nhân viên,1 năm,CÔNG TY TNHH DỊCH VỤ PHẦN MỀM HUMAN OFFSHORE PARTNERS,Hà Nội,12 - 18 triệu,"Làm việc nhóm, Giao tiếp, Lập Trình, Phân tích, Giải quyết vấn đề",https://www.topcv.vn/viec-lam/it-helpdesk/1566570.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Data Scientist,,Nhân viên,2 năm,Công ty Cổ phần Công nghệ KiotViet,Hà Nội,35 - 45 triệu,"Phân tích dữ liệu, thống kê, Trực quan hóa dữ liệu, Xây Dựng Mô Hình, Lập Trình Python Hoặc R",https://www.topcv.vn/viec-lam/data-scientist/1566171.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Junior Manual Tester,,Nhân viên,1 năm,Công ty Cổ phần Công nghệ KiotViet,Hà Nội,Thoả thuận,"SQL, API Testing, Data Structures And Algorithms",https://www.topcv.vn/viec-lam/junior-manual-tester/1566535.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Product Executive (Product Owner),,Nhân viên,2 năm,Công ty Cổ phần Công nghệ KiotViet,Hà Nội,15 - 25 triệu,"Phát Triển Sản Phẩm, Nghiên Cứu Thị Trường, Phân Tích Thị Trường, Quản Lý Sản Phẩm, Xây Dựng Chiến Lược Sản Phẩm",https://www.topcv.vn/viec-lam/product-executive-product-owner/1566539.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Tester Phần Mềm,,Nhân viên,1 năm,Công ty TNHH Công Nghệ và Phát Triển Năng Lượng Xanh Việt Nam,Hà Nội,9 - 12 triệu,"phân tích yêu cầu, Viết Testcase, Báo Cáo Lỗi, Thực Hiện Test, Kiểm Tra Chất Lượng Phần Mềm",https://www.topcv.vn/viec-lam/nhan-vien-tester-phan-mem/1565828.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Quản Lý Dự Án (Project Manager),,Quản lý / Giám sát,3 năm,CÔNG TY TNHH THƯƠNG MẠI ĐIỆN TỬ GOBUY VIỆT NAM,Hồ Chí Minh,30 - 40 triệu,"Quản lý thời gian, Quản Lý Ngân Sách, Quản Lý Rủi Ro, Lập Kế Hoạch Dự Án, Theo Dõi Tiến Độ Dự Án",https://www.topcv.vn/viec-lam/quan-ly-du-an-project-manager/1554053.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Part-Time Quản Lý Trải Nghiệm Khách Hàng,,Nhân viên,Không yêu cầu kinh nghiệm,Công ty Cổ phần Công Nghệ Dịch vụ và Thương mại HERAMO,Hồ Chí Minh,2 - 5 triệu,"Làm việc nhóm, Quản lý thời gian, Giao tiếp, Chăm Sóc Khách Hàng, Giải quyết vấn đề",https://www.topcv.vn/viec-lam/nhan-vien-part-time-quan-ly-trai-nghiem-khach-hang/1566124.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
"Lập Trình C# , T-SQL Có Kinh Nghiệm Với AWS",,Nhân viên,1 năm,Công ty TNHH 1 thành viên công nghệ và truyền thông 3i,Hà Nội,Thoả thuận,"C#, Phát Triển Phần Mềm, T-SQL, Viết Code Sạch Và Hiệu Quả, Aws (amazon Web Services)",https://www.topcv.vn/viec-lam/lap-trinh-c-t-sql-co-kinh-nghiem-voi-aws/1565789.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Junior Developer,,Nhân viên,2 năm,Công ty TNHH Draphony DX,Hà Nội,Thoả thuận,"Làm việc nhóm, TypeScript, Khả năng giải quyết vấn đề, Kiến Thức Cơ Bản Về Cấu Trúc Dữ Liệu Và Thuật Toán, Kiến Thức Về Hệ Quản Trị Cơ Sở Dữ Liệu (sql, Nosql)",https://www.topcv.vn/viec-lam/junior-developer/1565997.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Viên Kinh Doanh - CNTT,,Nhân viên,2 năm,Công Ty Cổ Phần Phân Phối Raycom,Hồ Chí Minh,Thoả thuận,"Kỹ năng giao tiếp, Kỹ năng đàm phán, Kỹ năng Thuyết phục, kỹ năng quản lý thời gian, Kỹ Năng Lập Kế Hoạch",https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-cntt/1566011.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Junior Full-Stack Developer,,Nhân viên,2 năm,Công ty TNHH Draphony Vietnam,Hà Nội,Thoả thuận,"TypeScript, MERN",https://www.topcv.vn/viec-lam/junior-full-stack-developer/1566143.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Fresher Backend Developer (NodeJS/NextJS),,Nhân viên,Không yêu cầu kinh nghiệm,Công ty Cổ phần HouseNow,Hà Nội,7 - 10 triệu,"Node.js, Sql Và Cơ Sở Dữ Liệu, Tiếng Anh (good English)",https://www.topcv.vn/viec-lam/fresher-backend-developer-nodejs-nextjs/1566113.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Senior Brand Marketing Executive,,Nhân viên,4 năm,Công ty Cổ phần HouseNow,Hà Nội,20 - 30 triệu,"Xây Dựng Thương Hiệu, Marketing Chiến Lược, Ngân Sách Và Lập Kế Hoạch",https://www.topcv.vn/viec-lam/senior-brand-marketing-executive/1566158.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Performance Marketing/ Digital Marketing,,Nhân viên,3 năm,Công ty Cổ phần HouseNow,Hà Nội,15 - 20 triệu,"Google Analytics, Facebook Ads, Social Media Marketing, Digital Marketing",https://www.topcv.vn/viec-lam/performance-marketing-digital-marketing/1566174.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên IT Helpdesk/Support,,Nhân viên,2 năm,CÔNG TY CỔ PHẦN DƯỢC PHẨM 3/2 - Nhà máy Sản xuất Dược phẩm GMP EU Long Hậu,"Long An, Hồ Chí Minh",9 - 11 triệu,"IT Helpdesk, Quản Lý Công Việc, Công Nghệ Thông Tin, Quản Trị Mạng, IT  Phần cứng",https://www.topcv.vn/viec-lam/nhan-vien-it-helpdesk-support/1345922.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
IT Data Engineer,,Nhân viên,2 năm,"CÔNG TY TNHH THỜI TRANG VÀ MỸ PHẨM ÂU CHÂU (ACFC CO., LTD)",Hồ Chí Minh,Thoả thuận,"MySQL, Oracle Database, Ms SQL Server, Data Warehouse/ Data Lake, ETL/ELT",https://www.topcv.vn/viec-lam/it-data-engineer/1566259.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Gia Quản Lý Chuyển Đổi,"Pro

Ngân Hàng Thương Mại Cổ Phần Kiên Long",Trưởng/Phó phòng,Trên 5 năm,Ngân Hàng Thương Mại Cổ Phần Kiên Long,Hà Nội,Thoả thuận,"Phân tích dữ liệu, Quản Lý Dự Án, Giao tiếp hiệu quả, Quản Lý Rủi Ro, Lập Kế Hoạch Chiến Lược",https://www.topcv.vn/viec-lam/chuyen-gia-quan-ly-chuyen-doi/1565638.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
IT Project Assistance,"Pro

Công ty Cổ phần viễn thông FPT",Nhân viên,2 năm,Công ty Cổ phần viễn thông FPT,Hồ Chí Minh,25 - 30 triệu,"Làm việc nhóm, Quản lý thời gian, kỹ năng tổ chức, Giao tiếp hiệu quả, Sử Dụng Thành Thạo Phần Mềm Văn Phòng (word, Excel, Powerpoint)",https://www.topcv.vn/viec-lam/it-project-assistance/1566473.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Senior Java Developer – MSB - 1Y560,"Pro

Ngân hàng TMCP Hàng Hải Việt Nam (MSB)",Nhân viên,5 năm,Ngân hàng TMCP Hàng Hải Việt Nam (MSB),Hà Nội,"1,000 - 2,000 USD","J2EE, Java, Spring, Spring Boot",https://www.topcv.vn/viec-lam/senior-java-developer-msb-1y560/1517674.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
IT Business Analyst - MSB - 1Y563,"Pro

Ngân hàng TMCP Hàng Hải Việt Nam (MSB)",Nhân viên,5 năm,Ngân hàng TMCP Hàng Hải Việt Nam (MSB),Hà Nội,"1,000 - 1,500 USD","MySQL, Oracle, Business Analyst",https://www.topcv.vn/viec-lam/it-business-analyst-msb-1y563/1524774.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Sáng Tạo AI,,Nhân viên,Không yêu cầu kinh nghiệm,Công ty Cổ phần Thương mại và Dịch vụ truyền thông BIHACO,Hà Nội,Thoả thuận,"Lập Trình Python, Xử Lý Ngôn Ngữ Tự Nhiên (nlp), Học Máy (machine Learning), Hệ Thống Thần Kinh Nhân Tạo (neural Networks), Tầm Nhìn Máy Tính (computer Vision)",https://www.topcv.vn/viec-lam/nhan-vien-sang-tao-ai/1566407.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Talent Acquisition (Fresher),,Nhân viên,Dưới 1 năm,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,Hà Nội,Thoả thuận,"tuyển dụng, Sourcing Ứng Viên, Viết Bài Đăng Tuyển Dụng, Sàng Lọc Hồ Sơ, Phỏng Vấn Ứng Viên",https://www.topcv.vn/viec-lam/talent-acquisition-fresher/1566331.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Marketing Specialist,,Nhân viên,Dưới 1 năm,CÔNG TY CP ỨNG DỤNG DI ĐỘNG XANH,Hồ Chí Minh,8 - 12 triệu,N/A,https://www.topcv.vn/viec-lam/marketing-specialist/1476070.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
SEO Intern - Hỗ Trợ Dấu Mộc Thực Tập,,Thực tập sinh,Không yêu cầu kinh nghiệm,Công ty TNHH The Albert Advertising,Hồ Chí Minh,Thoả thuận,"Làm việc nhóm, Nghiên Cứu Từ Khóa (keyword Research), Hiểu Biết Về Seo Cơ Bản, Phân Tích Website (website Analysis), On Page Optimization, Off Page Optimization, Sử Dụng Google Analytics Cơ Bản",https://www.topcv.vn/viec-lam/seo-intern-ho-tro-dau-moc-thuc-tap/1530954.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Kiểm Thử Phần Mềm - Tester,,Nhân viên,1 năm,CÔNG TY CP TƯ VẤN ĐẦU TƯ DCV (DCV INVEST),Hà Nội,9 - 12 triệu,"phân tích yêu cầu, Viết Testcase, Thực Hiện Test Case, Báo Cáo Lỗi (bug Report), Kiểm Thử Chức Năng (functional Testing)",https://www.topcv.vn/viec-lam/nhan-vien-kiem-thu-phan-mem-tester/1566271.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Network Engineer,,Nhân viên,2 năm,Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC,Hồ Chí Minh,Tới 17 triệu,"Routing Protocols (bgp, Ospf, Eigrp), Switching Technologies (vlans, Stp, Spanning Tree), Ip Addressing And Subnetting, Network Security (firewalls, Intrusion Detection Prevention), Troubleshooting Network Issues",https://www.topcv.vn/viec-lam/network-engineer/1566333.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Viên Phân Tích Dữ Liệu,,Nhân viên,Không yêu cầu kinh nghiệm,Viện Dầu khí Việt Nam,Hà Nội,Trên 20 triệu,"SQL, Phân tích dữ liệu, thống kê, Trực quan hóa dữ liệu, Python (hoặc R)",https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-du-lieu/1566414.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Kỹ Sư Dữ Liệu (Data Engineer),,Nhân viên,Không yêu cầu kinh nghiệm,Viện Dầu khí Việt Nam,Hà Nội,Trên 20 triệu,"SQL, Python Hoặc Java, Hadoop/Spark, Thiết Kế Cơ Sở Dữ Liệu, Etl (extract, Transform, Load)",https://www.topcv.vn/viec-lam/ky-su-du-lieu-data-engineer/1566431.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
SEO Intern - Hỗ Trợ Dấu Mộc Thực Tập,,Thực tập sinh,Không yêu cầu kinh nghiệm,Công ty TNHH The Albert Advertising,Hồ Chí Minh,Thoả thuận,"Làm việc nhóm, Nghiên Cứu Từ Khóa (keyword Research), Hiểu Biết Về Seo Cơ Bản, Phân Tích Website (website Analysis), On Page Optimization, Off Page Optimization, Sử Dụng Google Analytics Cơ Bản",https://www.topcv.vn/viec-lam/seo-intern-ho-tro-dau-moc-thuc-tap/1530954.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Kiểm Thử Phần Mềm - Tester,,Nhân viên,1 năm,CÔNG TY CP TƯ VẤN ĐẦU TƯ DCV (DCV INVEST),Hà Nội,9 - 12 triệu,"phân tích yêu cầu, Viết Testcase, Thực Hiện Test Case, Báo Cáo Lỗi (bug Report), Kiểm Thử Chức Năng (functional Testing)",https://www.topcv.vn/viec-lam/nhan-vien-kiem-thu-phan-mem-tester/1566271.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Network Engineer,,Nhân viên,2 năm,Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC,Hồ Chí Minh,Tới 17 triệu,"Routing Protocols (bgp, Ospf, Eigrp), Switching Technologies (vlans, Stp, Spanning Tree), Ip Addressing And Subnetting, Network Security (firewalls, Intrusion Detection Prevention), Troubleshooting Network Issues",https://www.topcv.vn/viec-lam/network-engineer/1566333.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Viên Phân Tích Dữ Liệu,,Nhân viên,Không yêu cầu kinh nghiệm,Viện Dầu khí Việt Nam,Hà Nội,Trên 20 triệu,"SQL, Phân tích dữ liệu, thống kê, Trực quan hóa dữ liệu, Python (hoặc R)",https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-du-lieu/1566414.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Kỹ Sư Dữ Liệu (Data Engineer),,Nhân viên,Không yêu cầu kinh nghiệm,Viện Dầu khí Việt Nam,Hà Nội,Trên 20 triệu,"SQL, Python Hoặc Java, Hadoop/Spark, Thiết Kế Cơ Sở Dữ Liệu, Etl (extract, Transform, Load)",https://www.topcv.vn/viec-lam/ky-su-du-lieu-data-engineer/1566431.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Mobile Developer Intern,,Thực tập sinh,Không yêu cầu kinh nghiệm,Zen8Labs,Hà Nội,Thoả thuận,"Android, iOS, Flutter",https://www.topcv.vn/viec-lam/mobile-developer-intern/1512867.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Bussiness Analyst (BA)/ Phân Tích Nghiệp Vụ,,Nhân viên,2 năm,CÔNG TY CỔ PHẦN LIFETEX,Hà Nội,10 - 20 triệu,"Làm việc nhóm, Phân tích dữ liệu, Phát Triển Phần Mềm, Kỹ Năng Giao Tiếp Và Trình Bày, Xây Dựng Mô Hình Dữ Liệu, Truy Vấn Dữ Liệu (sql, Python)",https://www.topcv.vn/viec-lam/bussiness-analyst-ba-phan-tich-nghiep-vu/1535691.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
"FullStack Developer (Java, Angular)","Pro

Ngân hàng TMCP Hàng Hải Việt Nam (MSB)",Nhân viên,5 năm,Ngân hàng TMCP Hàng Hải Việt Nam (MSB),Hà Nội,"1,000 - 2,000 USD","Java, Angular, Spring Boot",https://www.topcv.vn/viec-lam/fullstack-developer-java-angular/1566426.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst),,Nhân viên,3 năm,CÔNG TY CỔ PHẦN DỊCH VỤ DI ĐỘNG THỂ HỆ MỚI (NMS),Hà Nội,Tới 27 triệu,N/A,https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-business-analyst/1308460.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Thực Tập Sinh Phát Triển Kinh Doanh,,Thực tập sinh,Không yêu cầu kinh nghiệm,CÔNG TY TNHH YCOMM VIỆT NAM,Hà Nội,Thoả thuận,"Kỹ năng giao tiếp, Kỹ năng làm việc nhóm, kỹ năng thuyết trình, Kỹ Năng Lập Kế Hoạch, Kỹ Năng Nghiên Cứu Thị Trường",https://www.topcv.vn/viec-lam/thuc-tap-sinh-phat-trien-kinh-doanh/1565387.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Thực Tập Tư Vấn Giải Pháp Phần Mềm,,Thực tập sinh,Không yêu cầu kinh nghiệm,Công ty TNHH Phần mềm iNET,Hồ Chí Minh,1 - 2 triệu,"Làm việc nhóm, Giao tiếp, Viết Báo Cáo, phân tích yêu cầu, Lập Kế Hoạch Dự Án",https://www.topcv.vn/viec-lam/thuc-tap-tu-van-giai-phap-phan-mem/1566191.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Kiểm Thử - Tester,,Nhân viên,1 năm,CÔNG TY TNHH GIAO DỊCH HÀNG HOÁ CBOT VIỆT NAM,Hà Nội,9 - 12 triệu,"phân tích yêu cầu, Kiểm thử phần mềm, Viết Testcase, Thực Hiện Test Case, Báo Cáo Lỗi (bug Report)",https://www.topcv.vn/viec-lam/nhan-vien-kiem-thu-tester/1566250.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
IT Administrator,"Pro

Công ty Cổ phần viễn thông FPT",Nhân viên,2 năm,Công ty Cổ phần viễn thông FPT,Hồ Chí Minh,25 - 30 triệu,"Quản Trị Hệ Thống, Khắc Phục Sự Cố Máy Tính, An Ninh Mạng Cơ Bản, Mạng Máy Tính (tcp Ip, Dns, Dhcp), Hệ Điều Hành Windows Server",https://www.topcv.vn/viec-lam/it-administrator/1566163.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Project Management Assistant,,Nhân viên,Dưới 1 năm,BSS Group,Hà Nội,Thoả thuận,"Làm việc nhóm, Quản lý thời gian, Tổ chức công việc, Giao tiếp hiệu quả, Sử Dụng Phần Mềm Quản Lý Dự Án (ví Dụ: Asana, Trello, Jira)",https://www.topcv.vn/viec-lam/project-management-assistant/1565998.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Viên IT (Hạ Tầng),,Nhân viên,3 năm,CÔNG TY TNHH ĐIỆN TỬ VIỄN THÔNG NASA,Hồ Chí Minh,14 - 16 triệu,"Quản Trị Mạng, Mạng máy tính, Khắc Phục Sự Cố Máy Tính, An Ninh Mạng, An Ninh Mạng Cơ Bản, Cơ Sở Dữ Liệu, Hệ Điều Hành Windows Linux Macos, Thiết Kế Hạ Tầng Mạng, Kiến Thức Về Containerization (docker, Kubernetes), Quản Trị Máy Chủ, Cấu Hình Và Bảo Trì Máy Chủ Email",https://www.topcv.vn/viec-lam/chuyen-vien-it-ha-tang/1565886.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Junior Android Developer,,Nhân viên,Dưới 1 năm,CÔNG TY TNHH MTG TECHNOLOGY,Hà Nội,10 - 16 triệu,"Android SDK, XML, Kiểm Thử Đơn Vị (unit Testing), Java Hoặc Kotlin, Kiến Trúc Phần Mềm (mvp, Mvvm)",https://www.topcv.vn/viec-lam/junior-android-developer/1566108.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
PHP Developer Intern,,Thực tập sinh,Không yêu cầu kinh nghiệm,Công ty TNHH Lửa Á Châu,Hồ Chí Minh,Trên 2 triệu,PHP,https://www.topcv.vn/viec-lam/php-developer-intern/308741.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
IT System Administrator,,Nhân viên,3 năm,CÔNG TY CỔ PHẦN EBOOKING,Hồ Chí Minh,14 - 16 triệu,"Mạng máy tính, Khắc Phục Sự Cố Máy Tính, An Ninh Mạng Cơ Bản, Cơ Sở Dữ Liệu, Hệ Điều Hành Windows Linux Macos",https://www.topcv.vn/viec-lam/it-system-administrator/1566012.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
